Time.[DayKey],Time.[Day],Time.[WeekKey],Time.[Week]
6/19/2023 12:00:00 AM,19-Jun-23,6/18/2023 12:00:00 AM,Jun WK03 2023
6/20/2023 12:00:00 AM,20-Jun-23,6/18/2023 12:00:00 AM,Jun WK03 2023
6/21/2023 12:00:00 AM,21-Jun-23,6/18/2023 12:00:00 AM,Jun WK03 2023
6/22/2023 12:00:00 AM,22-Jun-23,6/18/2023 12:00:00 AM,Jun WK03 2023
6/23/2023 12:00:00 AM,23-Jun-23,6/18/2023 12:00:00 AM,Jun WK03 2023
6/24/2023 12:00:00 AM,24-Jun-23,6/18/2023 12:00:00 AM,Jun WK03 2023
6/25/2023 12:00:00 AM,25-Jun-23,6/25/2023 12:00:00 AM,Jun WK04 2023
6/26/2023 12:00:00 AM,26-Jun-23,6/25/2023 12:00:00 AM,Jun WK04 2023
6/27/2023 12:00:00 AM,27-Jun-23,6/25/2023 12:00:00 AM,Jun WK04 2023
6/28/2023 12:00:00 AM,28-Jun-23,6/25/2023 12:00:00 AM,Jun WK04 2023
6/29/2023 12:00:00 AM,29-Jun-23,6/25/2023 12:00:00 AM,Jun WK04 2023
6/30/2023 12:00:00 AM,30-Jun-23,6/25/2023 12:00:00 AM,Jun WK04 2023
7/1/2023 12:00:00 AM,01-Jul-23,6/25/2023 12:00:00 AM,Jun WK04 2023
7/2/2023 12:00:00 AM,02-Jul-23,7/2/2023 12:00:00 AM,Jul WK01 2023
7/3/2023 12:00:00 AM,03-Jul-23,7/2/2023 12:00:00 AM,Jul WK01 2023
7/4/2023 12:00:00 AM,04-Jul-23,7/2/2023 12:00:00 AM,Jul WK01 2023
7/5/2023 12:00:00 AM,05-Jul-23,7/2/2023 12:00:00 AM,Jul WK01 2023
7/6/2023 12:00:00 AM,06-Jul-23,7/2/2023 12:00:00 AM,Jul WK01 2023
7/7/2023 12:00:00 AM,07-Jul-23,7/2/2023 12:00:00 AM,Jul WK01 2023
7/8/2023 12:00:00 AM,08-Jul-23,7/2/2023 12:00:00 AM,Jul WK01 2023
7/9/2023 12:00:00 AM,09-Jul-23,7/9/2023 12:00:00 AM,Jul WK02 2023
7/10/2023 12:00:00 AM,10-Jul-23,7/9/2023 12:00:00 AM,Jul WK02 2023
7/11/2023 12:00:00 AM,11-Jul-23,7/9/2023 12:00:00 AM,Jul WK02 2023
7/12/2023 12:00:00 AM,12-Jul-23,7/9/2023 12:00:00 AM,Jul WK02 2023
7/13/2023 12:00:00 AM,13-Jul-23,7/9/2023 12:00:00 AM,Jul WK02 2023
7/14/2023 12:00:00 AM,14-Jul-23,7/9/2023 12:00:00 AM,Jul WK02 2023
7/15/2023 12:00:00 AM,15-Jul-23,7/9/2023 12:00:00 AM,Jul WK02 2023
7/16/2023 12:00:00 AM,16-Jul-23,7/16/2023 12:00:00 AM,Jul WK03 2023
7/17/2023 12:00:00 AM,17-Jul-23,7/16/2023 12:00:00 AM,Jul WK03 2023
7/18/2023 12:00:00 AM,18-Jul-23,7/16/2023 12:00:00 AM,Jul WK03 2023
7/19/2023 12:00:00 AM,19-Jul-23,7/16/2023 12:00:00 AM,Jul WK03 2023
7/20/2023 12:00:00 AM,20-Jul-23,7/16/2023 12:00:00 AM,Jul WK03 2023
7/21/2023 12:00:00 AM,21-Jul-23,7/16/2023 12:00:00 AM,Jul WK03 2023
7/22/2023 12:00:00 AM,22-Jul-23,7/16/2023 12:00:00 AM,Jul WK03 2023
7/23/2023 12:00:00 AM,23-Jul-23,7/23/2023 12:00:00 AM,Jul WK04 2023
7/24/2023 12:00:00 AM,24-Jul-23,7/23/2023 12:00:00 AM,Jul WK04 2023
7/25/2023 12:00:00 AM,25-Jul-23,7/23/2023 12:00:00 AM,Jul WK04 2023
7/26/2023 12:00:00 AM,26-Jul-23,7/23/2023 12:00:00 AM,Jul WK04 2023
7/27/2023 12:00:00 AM,27-Jul-23,7/23/2023 12:00:00 AM,Jul WK04 2023
7/28/2023 12:00:00 AM,28-Jul-23,7/23/2023 12:00:00 AM,Jul WK04 2023
7/29/2023 12:00:00 AM,29-Jul-23,7/23/2023 12:00:00 AM,Jul WK04 2023
7/30/2023 12:00:00 AM,30-Jul-23,7/30/2023 12:00:00 AM,Aug WK01 2023
7/31/2023 12:00:00 AM,31-Jul-23,7/30/2023 12:00:00 AM,Aug WK01 2023
8/1/2023 12:00:00 AM,01-Aug-23,7/30/2023 12:00:00 AM,Aug WK01 2023
8/2/2023 12:00:00 AM,02-Aug-23,7/30/2023 12:00:00 AM,Aug WK01 2023
8/3/2023 12:00:00 AM,03-Aug-23,7/30/2023 12:00:00 AM,Aug WK01 2023
8/4/2023 12:00:00 AM,04-Aug-23,7/30/2023 12:00:00 AM,Aug WK01 2023
8/5/2023 12:00:00 AM,05-Aug-23,7/30/2023 12:00:00 AM,Aug WK01 2023
8/6/2023 12:00:00 AM,06-Aug-23,8/6/2023 12:00:00 AM,Aug WK02 2023
8/7/2023 12:00:00 AM,07-Aug-23,8/6/2023 12:00:00 AM,Aug WK02 2023
8/8/2023 12:00:00 AM,08-Aug-23,8/6/2023 12:00:00 AM,Aug WK02 2023
8/9/2023 12:00:00 AM,09-Aug-23,8/6/2023 12:00:00 AM,Aug WK02 2023
8/10/2023 12:00:00 AM,10-Aug-23,8/6/2023 12:00:00 AM,Aug WK02 2023
8/11/2023 12:00:00 AM,11-Aug-23,8/6/2023 12:00:00 AM,Aug WK02 2023
8/12/2023 12:00:00 AM,12-Aug-23,8/6/2023 12:00:00 AM,Aug WK02 2023
8/13/2023 12:00:00 AM,13-Aug-23,8/13/2023 12:00:00 AM,Aug WK03 2023
8/14/2023 12:00:00 AM,14-Aug-23,8/13/2023 12:00:00 AM,Aug WK03 2023
8/15/2023 12:00:00 AM,15-Aug-23,8/13/2023 12:00:00 AM,Aug WK03 2023
8/16/2023 12:00:00 AM,16-Aug-23,8/13/2023 12:00:00 AM,Aug WK03 2023
8/17/2023 12:00:00 AM,17-Aug-23,8/13/2023 12:00:00 AM,Aug WK03 2023
8/18/2023 12:00:00 AM,18-Aug-23,8/13/2023 12:00:00 AM,Aug WK03 2023
8/19/2023 12:00:00 AM,19-Aug-23,8/13/2023 12:00:00 AM,Aug WK03 2023
8/20/2023 12:00:00 AM,20-Aug-23,8/20/2023 12:00:00 AM,Aug WK04 2023
8/21/2023 12:00:00 AM,21-Aug-23,8/20/2023 12:00:00 AM,Aug WK04 2023
8/22/2023 12:00:00 AM,22-Aug-23,8/20/2023 12:00:00 AM,Aug WK04 2023
8/23/2023 12:00:00 AM,23-Aug-23,8/20/2023 12:00:00 AM,Aug WK04 2023
8/24/2023 12:00:00 AM,24-Aug-23,8/20/2023 12:00:00 AM,Aug WK04 2023
8/25/2023 12:00:00 AM,25-Aug-23,8/20/2023 12:00:00 AM,Aug WK04 2023
8/26/2023 12:00:00 AM,26-Aug-23,8/20/2023 12:00:00 AM,Aug WK04 2023
8/27/2023 12:00:00 AM,27-Aug-23,8/27/2023 12:00:00 AM,Aug WK05 2023
8/28/2023 12:00:00 AM,28-Aug-23,8/27/2023 12:00:00 AM,Aug WK05 2023
8/29/2023 12:00:00 AM,29-Aug-23,8/27/2023 12:00:00 AM,Aug WK05 2023
8/30/2023 12:00:00 AM,30-Aug-23,8/27/2023 12:00:00 AM,Aug WK05 2023
8/31/2023 12:00:00 AM,31-Aug-23,8/27/2023 12:00:00 AM,Aug WK05 2023
9/1/2023 12:00:00 AM,01-Sep-23,8/27/2023 12:00:00 AM,Aug WK05 2023
9/2/2023 12:00:00 AM,02-Sep-23,8/27/2023 12:00:00 AM,Aug WK05 2023
9/3/2023 12:00:00 AM,03-Sep-23,9/3/2023 12:00:00 AM,Sep WK01 2023
9/4/2023 12:00:00 AM,04-Sep-23,9/3/2023 12:00:00 AM,Sep WK01 2023
9/5/2023 12:00:00 AM,05-Sep-23,9/3/2023 12:00:00 AM,Sep WK01 2023
9/6/2023 12:00:00 AM,06-Sep-23,9/3/2023 12:00:00 AM,Sep WK01 2023
9/7/2023 12:00:00 AM,07-Sep-23,9/3/2023 12:00:00 AM,Sep WK01 2023
9/8/2023 12:00:00 AM,08-Sep-23,9/3/2023 12:00:00 AM,Sep WK01 2023
9/9/2023 12:00:00 AM,09-Sep-23,9/3/2023 12:00:00 AM,Sep WK01 2023
9/10/2023 12:00:00 AM,10-Sep-23,9/10/2023 12:00:00 AM,Sep WK02 2023
9/11/2023 12:00:00 AM,11-Sep-23,9/10/2023 12:00:00 AM,Sep WK02 2023
9/12/2023 12:00:00 AM,12-Sep-23,9/10/2023 12:00:00 AM,Sep WK02 2023
9/13/2023 12:00:00 AM,13-Sep-23,9/10/2023 12:00:00 AM,Sep WK02 2023
9/14/2023 12:00:00 AM,14-Sep-23,9/10/2023 12:00:00 AM,Sep WK02 2023
9/15/2023 12:00:00 AM,15-Sep-23,9/10/2023 12:00:00 AM,Sep WK02 2023
9/16/2023 12:00:00 AM,16-Sep-23,9/10/2023 12:00:00 AM,Sep WK02 2023
9/17/2023 12:00:00 AM,17-Sep-23,9/17/2023 12:00:00 AM,Sep WK03 2023
9/18/2023 12:00:00 AM,18-Sep-23,9/17/2023 12:00:00 AM,Sep WK03 2023
9/19/2023 12:00:00 AM,19-Sep-23,9/17/2023 12:00:00 AM,Sep WK03 2023
9/20/2023 12:00:00 AM,20-Sep-23,9/17/2023 12:00:00 AM,Sep WK03 2023
9/21/2023 12:00:00 AM,21-Sep-23,9/17/2023 12:00:00 AM,Sep WK03 2023
9/22/2023 12:00:00 AM,22-Sep-23,9/17/2023 12:00:00 AM,Sep WK03 2023
9/23/2023 12:00:00 AM,23-Sep-23,9/17/2023 12:00:00 AM,Sep WK03 2023
9/24/2023 12:00:00 AM,24-Sep-23,9/24/2023 12:00:00 AM,Sep WK04 2023
9/25/2023 12:00:00 AM,25-Sep-23,9/24/2023 12:00:00 AM,Sep WK04 2023
9/26/2023 12:00:00 AM,26-Sep-23,9/24/2023 12:00:00 AM,Sep WK04 2023
9/27/2023 12:00:00 AM,27-Sep-23,9/24/2023 12:00:00 AM,Sep WK04 2023
9/28/2023 12:00:00 AM,28-Sep-23,9/24/2023 12:00:00 AM,Sep WK04 2023
9/29/2023 12:00:00 AM,29-Sep-23,9/24/2023 12:00:00 AM,Sep WK04 2023
9/30/2023 12:00:00 AM,30-Sep-23,9/24/2023 12:00:00 AM,Sep WK04 2023
10/1/2023 12:00:00 AM,01-Oct-23,10/1/2023 12:00:00 AM,Oct WK01 2023
10/2/2023 12:00:00 AM,02-Oct-23,10/1/2023 12:00:00 AM,Oct WK01 2023
10/3/2023 12:00:00 AM,03-Oct-23,10/1/2023 12:00:00 AM,Oct WK01 2023
10/4/2023 12:00:00 AM,04-Oct-23,10/1/2023 12:00:00 AM,Oct WK01 2023
10/5/2023 12:00:00 AM,05-Oct-23,10/1/2023 12:00:00 AM,Oct WK01 2023
10/6/2023 12:00:00 AM,06-Oct-23,10/1/2023 12:00:00 AM,Oct WK01 2023
10/7/2023 12:00:00 AM,07-Oct-23,10/1/2023 12:00:00 AM,Oct WK01 2023
10/8/2023 12:00:00 AM,08-Oct-23,10/8/2023 12:00:00 AM,Oct WK02 2023
10/9/2023 12:00:00 AM,09-Oct-23,10/8/2023 12:00:00 AM,Oct WK02 2023
10/10/2023 12:00:00 AM,10-Oct-23,10/8/2023 12:00:00 AM,Oct WK02 2023
10/11/2023 12:00:00 AM,11-Oct-23,10/8/2023 12:00:00 AM,Oct WK02 2023
10/12/2023 12:00:00 AM,12-Oct-23,10/8/2023 12:00:00 AM,Oct WK02 2023
10/13/2023 12:00:00 AM,13-Oct-23,10/8/2023 12:00:00 AM,Oct WK02 2023
10/14/2023 12:00:00 AM,14-Oct-23,10/8/2023 12:00:00 AM,Oct WK02 2023
10/15/2023 12:00:00 AM,15-Oct-23,10/15/2023 12:00:00 AM,Oct WK03 2023
10/16/2023 12:00:00 AM,16-Oct-23,10/15/2023 12:00:00 AM,Oct WK03 2023
10/17/2023 12:00:00 AM,17-Oct-23,10/15/2023 12:00:00 AM,Oct WK03 2023
10/18/2023 12:00:00 AM,18-Oct-23,10/15/2023 12:00:00 AM,Oct WK03 2023
10/19/2023 12:00:00 AM,19-Oct-23,10/15/2023 12:00:00 AM,Oct WK03 2023
10/20/2023 12:00:00 AM,20-Oct-23,10/15/2023 12:00:00 AM,Oct WK03 2023
10/21/2023 12:00:00 AM,21-Oct-23,10/15/2023 12:00:00 AM,Oct WK03 2023
10/22/2023 12:00:00 AM,22-Oct-23,10/22/2023 12:00:00 AM,Oct WK04 2023
10/23/2023 12:00:00 AM,23-Oct-23,10/22/2023 12:00:00 AM,Oct WK04 2023
10/24/2023 12:00:00 AM,24-Oct-23,10/22/2023 12:00:00 AM,Oct WK04 2023
10/25/2023 12:00:00 AM,25-Oct-23,10/22/2023 12:00:00 AM,Oct WK04 2023
10/26/2023 12:00:00 AM,26-Oct-23,10/22/2023 12:00:00 AM,Oct WK04 2023
10/27/2023 12:00:00 AM,27-Oct-23,10/22/2023 12:00:00 AM,Oct WK04 2023
10/28/2023 12:00:00 AM,28-Oct-23,10/22/2023 12:00:00 AM,Oct WK04 2023
10/29/2023 12:00:00 AM,29-Oct-23,10/29/2023 12:00:00 AM,Nov WK01 2023
10/30/2023 12:00:00 AM,30-Oct-23,10/29/2023 12:00:00 AM,Nov WK01 2023
10/31/2023 12:00:00 AM,31-Oct-23,10/29/2023 12:00:00 AM,Nov WK01 2023
11/1/2023 12:00:00 AM,01-Nov-23,10/29/2023 12:00:00 AM,Nov WK01 2023
11/2/2023 12:00:00 AM,02-Nov-23,10/29/2023 12:00:00 AM,Nov WK01 2023
11/3/2023 12:00:00 AM,03-Nov-23,10/29/2023 12:00:00 AM,Nov WK01 2023
11/4/2023 12:00:00 AM,04-Nov-23,10/29/2023 12:00:00 AM,Nov WK01 2023
11/5/2023 12:00:00 AM,05-Nov-23,11/5/2023 12:00:00 AM,Nov WK02 2023
11/6/2023 12:00:00 AM,06-Nov-23,11/5/2023 12:00:00 AM,Nov WK02 2023
11/7/2023 12:00:00 AM,07-Nov-23,11/5/2023 12:00:00 AM,Nov WK02 2023
11/8/2023 12:00:00 AM,08-Nov-23,11/5/2023 12:00:00 AM,Nov WK02 2023
11/9/2023 12:00:00 AM,09-Nov-23,11/5/2023 12:00:00 AM,Nov WK02 2023
11/10/2023 12:00:00 AM,10-Nov-23,11/5/2023 12:00:00 AM,Nov WK02 2023
11/11/2023 12:00:00 AM,11-Nov-23,11/5/2023 12:00:00 AM,Nov WK02 2023
11/12/2023 12:00:00 AM,12-Nov-23,11/12/2023 12:00:00 AM,Nov WK03 2023
11/13/2023 12:00:00 AM,13-Nov-23,11/12/2023 12:00:00 AM,Nov WK03 2023
11/14/2023 12:00:00 AM,14-Nov-23,11/12/2023 12:00:00 AM,Nov WK03 2023
11/15/2023 12:00:00 AM,15-Nov-23,11/12/2023 12:00:00 AM,Nov WK03 2023
11/16/2023 12:00:00 AM,16-Nov-23,11/12/2023 12:00:00 AM,Nov WK03 2023
11/17/2023 12:00:00 AM,17-Nov-23,11/12/2023 12:00:00 AM,Nov WK03 2023
11/18/2023 12:00:00 AM,18-Nov-23,11/12/2023 12:00:00 AM,Nov WK03 2023
11/19/2023 12:00:00 AM,19-Nov-23,11/19/2023 12:00:00 AM,Nov WK04 2023
11/20/2023 12:00:00 AM,20-Nov-23,11/19/2023 12:00:00 AM,Nov WK04 2023
11/21/2023 12:00:00 AM,21-Nov-23,11/19/2023 12:00:00 AM,Nov WK04 2023
11/22/2023 12:00:00 AM,22-Nov-23,11/19/2023 12:00:00 AM,Nov WK04 2023
11/23/2023 12:00:00 AM,23-Nov-23,11/19/2023 12:00:00 AM,Nov WK04 2023
11/24/2023 12:00:00 AM,24-Nov-23,11/19/2023 12:00:00 AM,Nov WK04 2023
11/25/2023 12:00:00 AM,25-Nov-23,11/19/2023 12:00:00 AM,Nov WK04 2023
11/26/2023 12:00:00 AM,26-Nov-23,11/26/2023 12:00:00 AM,Nov WK05 2023
11/27/2023 12:00:00 AM,27-Nov-23,11/26/2023 12:00:00 AM,Nov WK05 2023
11/28/2023 12:00:00 AM,28-Nov-23,11/26/2023 12:00:00 AM,Nov WK05 2023
11/29/2023 12:00:00 AM,29-Nov-23,11/26/2023 12:00:00 AM,Nov WK05 2023
11/30/2023 12:00:00 AM,30-Nov-23,11/26/2023 12:00:00 AM,Nov WK05 2023
12/1/2023 12:00:00 AM,01-Dec-23,11/26/2023 12:00:00 AM,Nov WK05 2023
12/2/2023 12:00:00 AM,02-Dec-23,11/26/2023 12:00:00 AM,Nov WK05 2023
12/3/2023 12:00:00 AM,03-Dec-23,12/3/2023 12:00:00 AM,Dec WK01 2023
12/4/2023 12:00:00 AM,04-Dec-23,12/3/2023 12:00:00 AM,Dec WK01 2023
12/5/2023 12:00:00 AM,05-Dec-23,12/3/2023 12:00:00 AM,Dec WK01 2023
12/6/2023 12:00:00 AM,06-Dec-23,12/3/2023 12:00:00 AM,Dec WK01 2023
12/7/2023 12:00:00 AM,07-Dec-23,12/3/2023 12:00:00 AM,Dec WK01 2023
12/8/2023 12:00:00 AM,08-Dec-23,12/3/2023 12:00:00 AM,Dec WK01 2023
12/9/2023 12:00:00 AM,09-Dec-23,12/3/2023 12:00:00 AM,Dec WK01 2023
12/10/2023 12:00:00 AM,10-Dec-23,12/10/2023 12:00:00 AM,Dec WK02 2023
12/11/2023 12:00:00 AM,11-Dec-23,12/10/2023 12:00:00 AM,Dec WK02 2023
12/12/2023 12:00:00 AM,12-Dec-23,12/10/2023 12:00:00 AM,Dec WK02 2023
12/13/2023 12:00:00 AM,13-Dec-23,12/10/2023 12:00:00 AM,Dec WK02 2023
12/14/2023 12:00:00 AM,14-Dec-23,12/10/2023 12:00:00 AM,Dec WK02 2023
12/15/2023 12:00:00 AM,15-Dec-23,12/10/2023 12:00:00 AM,Dec WK02 2023
12/16/2023 12:00:00 AM,16-Dec-23,12/10/2023 12:00:00 AM,Dec WK02 2023
12/17/2023 12:00:00 AM,17-Dec-23,12/17/2023 12:00:00 AM,Dec WK03 2023
12/18/2023 12:00:00 AM,18-Dec-23,12/17/2023 12:00:00 AM,Dec WK03 2023
12/19/2023 12:00:00 AM,19-Dec-23,12/17/2023 12:00:00 AM,Dec WK03 2023
12/20/2023 12:00:00 AM,20-Dec-23,12/17/2023 12:00:00 AM,Dec WK03 2023
12/21/2023 12:00:00 AM,21-Dec-23,12/17/2023 12:00:00 AM,Dec WK03 2023
12/22/2023 12:00:00 AM,22-Dec-23,12/17/2023 12:00:00 AM,Dec WK03 2023
12/23/2023 12:00:00 AM,23-Dec-23,12/17/2023 12:00:00 AM,Dec WK03 2023
12/24/2023 12:00:00 AM,24-Dec-23,12/24/2023 12:00:00 AM,Dec WK04 2023
12/25/2023 12:00:00 AM,25-Dec-23,12/24/2023 12:00:00 AM,Dec WK04 2023
12/26/2023 12:00:00 AM,26-Dec-23,12/24/2023 12:00:00 AM,Dec WK04 2023
12/27/2023 12:00:00 AM,27-Dec-23,12/24/2023 12:00:00 AM,Dec WK04 2023
12/28/2023 12:00:00 AM,28-Dec-23,12/24/2023 12:00:00 AM,Dec WK04 2023
12/29/2023 12:00:00 AM,29-Dec-23,12/24/2023 12:00:00 AM,Dec WK04 2023
12/30/2023 12:00:00 AM,30-Dec-23,12/24/2023 12:00:00 AM,Dec WK04 2023
12/31/2023 12:00:00 AM,31-Dec-23,12/31/2023 12:00:00 AM,Jan WK01 2024
1/1/2024 12:00:00 AM,01-Jan-24,12/31/2023 12:00:00 AM,Jan WK01 2024
1/2/2024 12:00:00 AM,02-Jan-24,12/31/2023 12:00:00 AM,Jan WK01 2024
1/3/2024 12:00:00 AM,03-Jan-24,12/31/2023 12:00:00 AM,Jan WK01 2024
1/4/2024 12:00:00 AM,04-Jan-24,12/31/2023 12:00:00 AM,Jan WK01 2024
1/5/2024 12:00:00 AM,05-Jan-24,12/31/2023 12:00:00 AM,Jan WK01 2024
1/6/2024 12:00:00 AM,06-Jan-24,12/31/2023 12:00:00 AM,Jan WK01 2024
1/7/2024 12:00:00 AM,07-Jan-24,1/7/2024 12:00:00 AM,Jan WK02 2024
1/8/2024 12:00:00 AM,08-Jan-24,1/7/2024 12:00:00 AM,Jan WK02 2024
1/9/2024 12:00:00 AM,09-Jan-24,1/7/2024 12:00:00 AM,Jan WK02 2024
1/10/2024 12:00:00 AM,10-Jan-24,1/7/2024 12:00:00 AM,Jan WK02 2024
1/11/2024 12:00:00 AM,11-Jan-24,1/7/2024 12:00:00 AM,Jan WK02 2024
1/12/2024 12:00:00 AM,12-Jan-24,1/7/2024 12:00:00 AM,Jan WK02 2024
1/13/2024 12:00:00 AM,13-Jan-24,1/7/2024 12:00:00 AM,Jan WK02 2024
1/14/2024 12:00:00 AM,14-Jan-24,1/14/2024 12:00:00 AM,Jan WK03 2024
1/15/2024 12:00:00 AM,15-Jan-24,1/14/2024 12:00:00 AM,Jan WK03 2024
1/16/2024 12:00:00 AM,16-Jan-24,1/14/2024 12:00:00 AM,Jan WK03 2024
1/17/2024 12:00:00 AM,17-Jan-24,1/14/2024 12:00:00 AM,Jan WK03 2024
1/18/2024 12:00:00 AM,18-Jan-24,1/14/2024 12:00:00 AM,Jan WK03 2024
1/19/2024 12:00:00 AM,19-Jan-24,1/14/2024 12:00:00 AM,Jan WK03 2024
1/20/2024 12:00:00 AM,20-Jan-24,1/14/2024 12:00:00 AM,Jan WK03 2024
1/21/2024 12:00:00 AM,21-Jan-24,1/21/2024 12:00:00 AM,Jan WK04 2024
1/22/2024 12:00:00 AM,22-Jan-24,1/21/2024 12:00:00 AM,Jan WK04 2024
1/23/2024 12:00:00 AM,23-Jan-24,1/21/2024 12:00:00 AM,Jan WK04 2024
1/24/2024 12:00:00 AM,24-Jan-24,1/21/2024 12:00:00 AM,Jan WK04 2024
1/25/2024 12:00:00 AM,25-Jan-24,1/21/2024 12:00:00 AM,Jan WK04 2024
1/26/2024 12:00:00 AM,26-Jan-24,1/21/2024 12:00:00 AM,Jan WK04 2024
1/27/2024 12:00:00 AM,27-Jan-24,1/21/2024 12:00:00 AM,Jan WK04 2024
1/28/2024 12:00:00 AM,28-Jan-24,1/28/2024 12:00:00 AM,Feb WK01 2024
1/29/2024 12:00:00 AM,29-Jan-24,1/28/2024 12:00:00 AM,Feb WK01 2024
1/30/2024 12:00:00 AM,30-Jan-24,1/28/2024 12:00:00 AM,Feb WK01 2024
1/31/2024 12:00:00 AM,31-Jan-24,1/28/2024 12:00:00 AM,Feb WK01 2024
2/1/2024 12:00:00 AM,01-Feb-24,1/28/2024 12:00:00 AM,Feb WK01 2024
2/2/2024 12:00:00 AM,02-Feb-24,1/28/2024 12:00:00 AM,Feb WK01 2024
2/3/2024 12:00:00 AM,03-Feb-24,1/28/2024 12:00:00 AM,Feb WK01 2024
2/4/2024 12:00:00 AM,04-Feb-24,2/4/2024 12:00:00 AM,Feb WK02 2024
2/5/2024 12:00:00 AM,05-Feb-24,2/4/2024 12:00:00 AM,Feb WK02 2024
2/6/2024 12:00:00 AM,06-Feb-24,2/4/2024 12:00:00 AM,Feb WK02 2024
2/7/2024 12:00:00 AM,07-Feb-24,2/4/2024 12:00:00 AM,Feb WK02 2024
2/8/2024 12:00:00 AM,08-Feb-24,2/4/2024 12:00:00 AM,Feb WK02 2024
2/9/2024 12:00:00 AM,09-Feb-24,2/4/2024 12:00:00 AM,Feb WK02 2024
2/10/2024 12:00:00 AM,10-Feb-24,2/4/2024 12:00:00 AM,Feb WK02 2024
2/11/2024 12:00:00 AM,11-Feb-24,2/11/2024 12:00:00 AM,Feb WK03 2024
2/12/2024 12:00:00 AM,12-Feb-24,2/11/2024 12:00:00 AM,Feb WK03 2024
2/13/2024 12:00:00 AM,13-Feb-24,2/11/2024 12:00:00 AM,Feb WK03 2024
2/14/2024 12:00:00 AM,14-Feb-24,2/11/2024 12:00:00 AM,Feb WK03 2024
2/15/2024 12:00:00 AM,15-Feb-24,2/11/2024 12:00:00 AM,Feb WK03 2024
2/16/2024 12:00:00 AM,16-Feb-24,2/11/2024 12:00:00 AM,Feb WK03 2024
2/17/2024 12:00:00 AM,17-Feb-24,2/11/2024 12:00:00 AM,Feb WK03 2024
2/18/2024 12:00:00 AM,18-Feb-24,2/18/2024 12:00:00 AM,Feb WK04 2024
2/19/2024 12:00:00 AM,19-Feb-24,2/18/2024 12:00:00 AM,Feb WK04 2024
2/20/2024 12:00:00 AM,20-Feb-24,2/18/2024 12:00:00 AM,Feb WK04 2024
2/21/2024 12:00:00 AM,21-Feb-24,2/18/2024 12:00:00 AM,Feb WK04 2024
2/22/2024 12:00:00 AM,22-Feb-24,2/18/2024 12:00:00 AM,Feb WK04 2024
2/23/2024 12:00:00 AM,23-Feb-24,2/18/2024 12:00:00 AM,Feb WK04 2024
2/24/2024 12:00:00 AM,24-Feb-24,2/18/2024 12:00:00 AM,Feb WK04 2024
2/25/2024 12:00:00 AM,25-Feb-24,2/25/2024 12:00:00 AM,Feb WK05 2024
2/26/2024 12:00:00 AM,26-Feb-24,2/25/2024 12:00:00 AM,Feb WK05 2024
2/27/2024 12:00:00 AM,27-Feb-24,2/25/2024 12:00:00 AM,Feb WK05 2024
2/28/2024 12:00:00 AM,28-Feb-24,2/25/2024 12:00:00 AM,Feb WK05 2024
2/29/2024 12:00:00 AM,29-Feb-24,2/25/2024 12:00:00 AM,Feb WK05 2024
3/1/2024 12:00:00 AM,01-Mar-24,2/25/2024 12:00:00 AM,Feb WK05 2024
3/2/2024 12:00:00 AM,02-Mar-24,2/25/2024 12:00:00 AM,Feb WK05 2024
3/3/2024 12:00:00 AM,03-Mar-24,3/3/2024 12:00:00 AM,Mar WK01 2024
3/4/2024 12:00:00 AM,04-Mar-24,3/3/2024 12:00:00 AM,Mar WK01 2024
3/5/2024 12:00:00 AM,05-Mar-24,3/3/2024 12:00:00 AM,Mar WK01 2024
3/6/2024 12:00:00 AM,06-Mar-24,3/3/2024 12:00:00 AM,Mar WK01 2024
3/7/2024 12:00:00 AM,07-Mar-24,3/3/2024 12:00:00 AM,Mar WK01 2024
3/8/2024 12:00:00 AM,08-Mar-24,3/3/2024 12:00:00 AM,Mar WK01 2024
3/9/2024 12:00:00 AM,09-Mar-24,3/3/2024 12:00:00 AM,Mar WK01 2024
3/10/2024 12:00:00 AM,10-Mar-24,3/10/2024 12:00:00 AM,Mar WK02 2024
3/11/2024 12:00:00 AM,11-Mar-24,3/10/2024 12:00:00 AM,Mar WK02 2024
3/12/2024 12:00:00 AM,12-Mar-24,3/10/2024 12:00:00 AM,Mar WK02 2024
3/13/2024 12:00:00 AM,13-Mar-24,3/10/2024 12:00:00 AM,Mar WK02 2024
3/14/2024 12:00:00 AM,14-Mar-24,3/10/2024 12:00:00 AM,Mar WK02 2024
3/15/2024 12:00:00 AM,15-Mar-24,3/10/2024 12:00:00 AM,Mar WK02 2024
3/16/2024 12:00:00 AM,16-Mar-24,3/10/2024 12:00:00 AM,Mar WK02 2024
3/17/2024 12:00:00 AM,17-Mar-24,3/17/2024 12:00:00 AM,Mar WK03 2024
3/18/2024 12:00:00 AM,18-Mar-24,3/17/2024 12:00:00 AM,Mar WK03 2024
3/19/2024 12:00:00 AM,19-Mar-24,3/17/2024 12:00:00 AM,Mar WK03 2024
3/20/2024 12:00:00 AM,20-Mar-24,3/17/2024 12:00:00 AM,Mar WK03 2024
3/21/2024 12:00:00 AM,21-Mar-24,3/17/2024 12:00:00 AM,Mar WK03 2024
3/22/2024 12:00:00 AM,22-Mar-24,3/17/2024 12:00:00 AM,Mar WK03 2024
3/23/2024 12:00:00 AM,23-Mar-24,3/17/2024 12:00:00 AM,Mar WK03 2024
